,drop_off_instructions,material_name,material_synonyms,material_title,special_instructions,stream_name,stream_title,Location Category,Type
746,,bicycle_parts,"bike tires, bike frames, bike wheels, bike racks",Bicycle parts,"Did you know? <a href=""http://edmontonbikes.ca/services/bikeworks/"" BikeWorks, a volunteer-run community bike workshop, accepts donations of used bicycle parts in working condition.",wizard_eco_stations,Eco Station,None,None
747,,coffee_cup_tray_paper,", coffee take out trays, takeout, Cardboard beverage holder, Cardboard drink holders, paper 4  cup holder",Coffee cup tray (paper),,wizard_recycling,Recycling,None,None
748,,magazine,", Magazines, Mazagines, Mazagines, Magizine, Magizine",Magazine,,drop-off_-_reuse_centre,Reuse Centre,None,None
749,,laundry_basket_broken,,Laundry basket (broken),,wizard_garbage,Garbage,None,None
750,,plastic_table_cloth,,Plastic table cloth,,wizard_garbage,Garbage,None,None
751,,plastic_toy,", Barbie doll, bath toy, bath toy",Plastic toy,,wizard_garbage,Garbage,None,None
752,,coffee_creamer_carton,,Coffee creamer carton,Rinse container.,bottle_depot,Bottle Depot,None,None
753,,hair_dryer,,Hair dryer,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,None,None
754,,costume,Halloween,Costume,,wizard_garbage,Garbage,None,None
755,,air_conditioner,AC,Air conditioner,"Air conditioners contain a refrigerant. A ""http://edmonton.ca/ecostations"" fee for CFC removal will apply.",wizard_eco_stations,Eco Station,Electronics,Waste
756,,sunscreen,,Sunscreen,,wizard_garbage,Garbage,None,None
757,,coffee_can_tin,,Coffee can (tin),Remove lid and place loosely in recycling.,wizard_recycling_depots,Recycling Depot,None,None
758,,plastic_bottle_beverage,"juice, waterbottle, waterbottle, Ensure drink bottle, Ensure drink bottle, Glucerna bottle, Glucerna bottle, Plastic water bottle, plastic milk bottle, plastic milk bottle, Pediasure, Pediasure, clamato, clamato, Liquor bottles, Yogurt drink container, Yogurt drink container, 2 litre pop",Plastic bottle (beverage),Remove bottle cap and place separately in recycling.,wizard_recycling,Recycling,None,None
759,,air_compressor,,Air compressor,,wizard_eco_stations,Eco Station,Electronics,Waste
760,,plastic_toy,", Barbie doll, bath toy, bath toy",Plastic toy,,reuse,Reuse,None,None
761,,coffee_creamer_bottle,international delight,Coffee creamer bottle,Remove cap and place loosely in recycling.  Rinse container.,bottle_depot,Bottle Depot,None,None
762,,coffee_can_plastic,"Flogers, coffee tin",Coffee can (plastic),Remove lid and place loosely in recycling.,wizard_recycling,Recycling,None,None
763,Please take this item to an Eco Station for free.,vhs_casette_tape,"Casette, Casettes, Tapes, movie, movies, VCR, VHS, Vidéocassette, Videotape, Home movie film, Home movie film, vhs tapes",VHS casette tape,"Thanks for keeping this item out of your garbage & recycling. VHS tape wraps around machinery at waste sorting facilities, causing mechanical damage and plant shutdowns. Taking VHS tapes to an Eco Station prevents this.",wizard_eco_stations,Eco Station,Electronics,E-Cycling
764,,pool_chemicals,"muriatic acid, algaecide, pH buffer, hot tub",Pool chemicals,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Chemicals,Waste
765,,paint_swatch,paint color samples,Paint swatch,,wizard_recycling,Recycling,None,None
766,,aquarium,,Aquarium,,reuse,Reuse,Household,Glass
767,,photo_negatives,,Photo negatives,,wizard_garbage,Garbage,None,None
768,,sewing_machine,,Sewing machine,,reuse,Reuse,None,None
769,,toiletries,"unused face cream, lotion, shampoo, conditioner, cosmetics, Full bottles of lotions, Full bottles of lotions, Hand sanitizer, Laundry detergent, Body mist spray",Toiletries,"Are your toiletries unused and unopened? Donate them!Unused and unopened toiletries, cosmetics, make-up and beauty items are accepted by many shelters and second hand stores. For a listing of local non-profits, see the ""http://edmonton.ca/reusedirectory"">Reuse Directory.",wizard_garbage,Garbage,None,None
770,,coffee_can_tin,,Coffee can (tin),Remove lid and place loosely in recycling.,wizard_recycling,Recycling,None,None
771,,aquarium,,Aquarium,,eco_station_-_bulky_item,Eco Station - Bulky Items,None,None
772,,mulch,garden mulch,Mulch,"Small amounts of mulch can be set out for regular waste collection (no more than two 20 kg (44 lbs) bags per week). Larger amounts should be taken to an ""http://edmonton.ca/ecostation"" Eco Station or the ""http://edmonton.ca/ewmc"" Edmonton Waste Management Centre. Disposal fee applies.",,,Yard,Waste
773,,plastic_dish_drying_rack,,Plastic dish drying rack,,reuse,Reuse,Household,plastic
774,,photo_slide,,Photo slide,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
775,,hockey_stick,,Hockey stick,Did you know? Broken hockey sticks are accepted at the Reuse Centre too!,reuse,Reuse,None,None
776,,craft_wire,,Craft wire,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
777,,spray_paint,spraypaint,Spray paint,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
778,,puzzle,Puzzles,Puzzle,Is your puzzle missing a few pieces? Thats OK. The Reuse Centre will still accept it!,reuse,Reuse,None,None
779,,lamp_shade,,Lamp shade,,drop-off_-_reuse_centre,Reuse Centre,None,None
780,,magazine,", Magazines, Mazagines, Mazagines, Magizine, Magizine",Magazine,,wizard_recycling_depots,Recycling Depot,None,None
781,,laptop,", Iaptop, Iaptop",Laptop,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Computers,Computers
782,There is no curbside pick up for this item. Drop it off at one of the locations below.,asphalt,,Asphalt,,aggregate_recycling,Aggregate Recycling,None,None
783,,fiberglass_insulation,"fibreglass, Fiber glass",Fiberglass insulation,,eco_station_-_construction_scrap,Eco Station - Loose or Mixed Waste,construction,Waste
784,,coffee_creamer_bottle,international delight,Coffee creamer bottle,Remove cap and place loosely in recycling.  Rinse container.,wizard_recycling,Recycling,None,None
785,,bricks,,Bricks,,eco_station_-_construction_scrap,Eco Station - Loose or Mixed Waste,None,None
786,,antiperspirant,Anti-perspirant,Antiperspirant,,wizard_garbage,Garbage,None,None
787,,christmas_tree_artifical,"x-mas tree, x-mas, christmas, christmastree",Christmas tree (artificial),"If donating your tree to the Reuse Centre, please ensure it is complete, in good condition and bundled or in a box.",eco_station_-_bulky_item,Eco Station - Bulky Items,Yard,Waste
788,Most non-digital thermostats contain mercury and should be treated as household hazardous waste. Protect your health and the environment. Take this item to an Eco Station for free.,thermostat_non_digital,,Thermostat (non-digital),,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Chemicals,Waste
789,,computer_chair,"office chair,",Computer chair,,reuse,Reuse,Waste,Waste
790,,christmas_tree_artifical,"x-mas tree, x-mas, christmas, christmastree",Christmas tree (artificial),"If donating your tree to the Reuse Centre, please ensure it is complete, in good condition and bundled or in a box.",reuse,Reuse,None,None
791,,bar_fridge,"refrigerator, frige",Bar fridge,"A <a href=""http://edmonton.ca/ecostations"" fee for CFC removal will apply.",wizard_eco_stations,Eco Station,Electronics,E-Cycling
792,,christmas_tree_artifical,"x-mas tree, x-mas, christmas, christmastree",Christmas tree (artificial),"If donating your tree to the Reuse Centre, please ensure it is complete, in good condition and bundled or in a box.",drop-off_-_reuse_centre,Reuse Centre,None,None
793,,household_cleaner_corrosive_poisonous,"household cleaning products, cleansers, chemicals, clr, c.l.r, poisonous cleaner, corrosive clear, household hazardous cleaner","Household cleaner (corrosive, poisonous)","Empty cleaner bottles can go in the recycling. If a bottle has a spray nozzle, please remove it and place it in the garbage.",wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
794,,motor_small,,Motor (small),,wizard_eco_stations,Eco Station,Scrap Metals,Waste
795,,emery_board,Nail file,Emery board,,wizard_garbage,Garbage,None,None
796,,motor_oil_container_empty,motor oil bottle,Motor oil container (empty),,wizard_household_hazardous_waste,Household Hazardous Waste,Household,Waste
797,,rubber_boots,,Rubber boots,,wizard_garbage,Garbage,None,None
798,,playing_cards,,Playing cards,,reuse,Reuse,Household,paper
799,,curtain_rod,,Curtain rod,"Item must be less than 4 feet long for waste collection. Longer curtain rods should be broken down into smaller pieces or taken to an <a href=""http://edmonton.ca/ecostation"" Eco Station.",wizard_garbage,Garbage,None,None
800,,playing_cards,,Playing cards,,wizard_garbage,Garbage,None,None
801,,ice_melt,,Ice melt,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
802,,motor_oil,car oil,Motor oil,,wizard_household_hazardous_waste,Household Hazardous Waste,None,None
803,,playing_cards,,Playing cards,,drop-off_-_reuse_centre,Reuse Centre,None,None
804,,paper_towel_roll,"paper tube, roll, wrapping paper, paper towel, papertowel, paper towel core",Cardboard tube,,wizard_recycling_depots,Recycling Depot,Household,paper
805,,release_liner,,Release liner,,wizard_garbage,Garbage,None,None
806,,computer_chair,"office chair,",Computer chair,,eco_station_-_bulky_item,Eco Station - Bulky Items,None,None
807,,paper_towel_roll,"paper tube, roll, wrapping paper, paper towel, papertowel, paper towel core",Cardboard tube,,drop-off_-_reuse_centre,Reuse Centre,None,None
808,,paper_towel_roll,"paper tube, roll, wrapping paper, paper towel, papertowel, paper towel core",Cardboard tube,,wizard_recycling,Recycling,None,None
809,,brochure,"pamphlet, leaflet, handbill, flyer,",Brochure,,wizard_recycling,Recycling,Household,Paper
810,,yoga_mat,,Yoga mat,,reuse,Reuse,Waste,Waste
811,,railroad_tie,"Railway, Tye, Train",Railroad tie,"Special handling is required for this item. Refer to ""https://www.edmonton.ca/programs_services/garbage_waste/special-handling.aspx"" webpage for more information.",edmonton_waste_management_centre_ewmc,Edmonton Waste Management Centre (EWMC),Waste,Waste
812,,comic_books,"comics,",Comic books,Reuse Tip: use pages from old comic books as gift wrap.,wizard_recycling,Recycling,Household,Paper
813,,mercury_thermostat,,Mercury thermostat,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
814,Please take this item to an Eco Station for free.,video_cassette,", Vidéocassette",Video cassette,"Thanks for keeping this item out of your garbage & recycling. Video cassette tape wraps around machinery at waste sorting facilities, causing mechanical damage and plant shutdowns. Taking VHS tapes to an Eco Station prevents this.",wizard_eco_stations,Eco Station,Electronics,E-Cycling
815,,perfume_bottle_empty,,Perfume bottle (empty),,wizard_garbage,Garbage,None,None
816,,antifreeze,,Antifreeze,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
817,,basket_filler,Crinkle Paper,Basket filler,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
818,,varsol_solvent_full_or_partially_full,"Acetone, varsol, solvent",Turpentine & solvents,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
819,,carpet_cleaner,rug,Carpet cleaner,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
820,,antifreeze,,Antifreeze,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
821,There is no curbside collection for this item.,mattress,"matresses, matress, mattess, matress, matress, Matress, bed, foam mattress, foam mattress",Mattress,,eco_station_-_bulky_item,Eco Station - Bulky Items,Waste,Waste
822,,kinder_surprise_capsule,,Kinder surprise capsule,,wizard_garbage,Garbage,None,None
823,,yoga_mat,,Yoga mat,,wizard_garbage,Garbage,None,None
824,,bubble_mailer,"padded envelope, envelope, bubble wrap envelope,",Bubble mailer,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
825,,glass_bottle,"Clear glass, colour glass, color glass, Liquor bottles",Glass bottle (beverage),Remove caps and lids and place separately in recycling.,bottle_depot,Bottle Depot,Household,Glass
826,,flooring_carpet_underpadding,"carpet, under padding, carpets, rugs, flooring, carpeting, carpet underlay, underlay, rug, carprt, kilme, broadloom, brodloom, area rugs, area carpets, Area rug, carpets",Carpet,"Correct disposal of rugs and carpet depends on size.  <em>Small rugs </em>(e.g. bathroom rug) can be placed in the garbage. <em>Large rugs</em> (e.g. area rug) must be cut and tied into bundles less than 4ft long and 20 kg for curbside collection, or should be taken to an ""http://edmonton.ca/ecostation"" Eco Station. <em>Carpet flooring </em>is considered construction, renovation and demolition waste and is not collected curbside. Take it to an ""http://edmonton.ca/ecostation"" Eco Station or the ""http://edmonton.ca/ewmc"" Edmonton Waste Management Centre. If your rug is in good condition, consider reuse! Donate it to a charity, offer it to family and friends, or sell it online. See the ""http://edmonton.ca/reusedirectory"" Reuse Directory for local nonprofits that accept donations.",,,construction,Waste
827,There is no curbside collection for this item.,window_mirror,", Glass window",Windows,,eco_station_-_bulky_item,Eco Station - Bulky Items,Household,Glass
828,Most non-digital thermostats contain mercury and should be treated as household hazardous waste. Protect your health and the environment. Take this item to an Eco Station for free.,thermostat_non_digital,,Thermostat (non-digital),,wizard_household_hazardous_waste,Household Hazardous Waste,None,None
829,,metal_cabinet,file cabinet,Metal cabinet,,reuse,Reuse,None,None
830,,toys_non-electronic,"barbie, rubik's cube, rubber duck, toy cars, rattle, blocks, baloons, balloon, puzzle, Lego, dolls, blocks, ball, dragon, stuffy, stuffed animals, plastic toys, action figure, Barbie doll",Broken toy,,wizard_garbage,Garbage,None,None
831,"Election signs can be dropped off for recycling at an <a href=""http://edmonton.ca/ecostation"" Eco Station, <a href=""http://edmonton.ca/recyclingdepots"" Community Recycling Depot or the <a href=""http://edmonton.ca/ewmc"" Edmonton Waste Management Centre. In order to be recycled, signs must be taken apart.  Please see our <a href=""https://www.edmonton.ca/programs_services/garbage_waste/election-sign-recycling.aspx"" election sign recycling page for more information.",election_signs,"lawn sign, chloroplast, Coroplast, Coroplast",Election sign,,,,Waste,Waste
832,,play_doh,,Play doh,,reuse,Reuse,None,None
833,,coffee_creamer_single_serve_container,,Coffee creamer single serve container,,wizard_garbage,Garbage,None,None
834,,wood_preservative,,Wood preservative,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
835,,thermos,,Thermos,,reuse,Reuse,None,None
836,,wig,"Costume, Halloween",Wig,,reuse,Reuse,Waste,Waste
837,,pet_stain_remover,,Pet stain remover,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Chemicals,Waste
838,,plastic_clam_shell_container,"clear clamshell containers, berry containers, croissants containers, clamshell, strawberry, clam shell, Costco, grape packaging, grape packaging, fruit plastic containers","Plastic ""clamshell"" container",,wizard_recycling_depots,Recycling Depot,Household,plastic
839,,strawberry_clamshell_container,", fruit plastic containers",Strawberry clamshell container,,wizard_recycling,Recycling,Household,plastic
840,,drywall,"Gypsum, gypsum board, dry wall",Drywall,Drywall must be clean and unpainted in order to be accepted for recycling at the Construction and Demolition Waste Recycling Facility.,wizard_construction_renovation_and_demolition_waste,"Construction, Renovation and Demolition Waste",None,None
841,,sink_ceramic_or_porcelain,,Sink (ceramic or porcelain),,wizard_construction_renovation_and_demolition_waste,"Construction, Renovation and Demolition Waste",None,None
842,,padlock,lock,Padlock,,wizard_garbage,Garbage,None,None
843,,beverage_can,", juice can, clamato, Liquor bottles",Beverage can,,wizard_recycling,Recycling,Household,Aluminum
844,,tire_rims,,Tire rim,,wizard_eco_stations,Eco Station,Tires,Tires
845,,shoe_polish,,Shoe polish,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,None,None
846,,beverage_can,", juice can, clamato, Liquor bottles",Beverage can,,bottle_depot,Bottle Depot,None,None
847,,compostable_bag,,Compostable bag,,wizard_garbage,Garbage,None,None
848,,spice_bottle,,Spice bottle,"Consider reuse! Refill empty bottles with spices purchased in the bulk section of your grocery store. Its better for the Earth and for your wallet. If recycling, please rinse container. Remove cap or lid and place loosely in recycling.",wizard_recycling,Recycling,Household,Glass
849,,ashes,,Ashes,Ashes must be cold. Please double bag. It keeps your collector safe.,wizard_garbage,Garbage,None,None
850,,hot_water_tank,,Hot water tank,,wizard_eco_stations,Eco Station,Electronics,E-Cycling
851,,moving_boxes,,Moving boxes,"Have a log of boxes? Consider reuse! Offer moving boxes to others, or list them on Kijiji.",wizard_recycling_depots,Recycling Depot,Household,paper
852,,rotor_tiller,,Rotor tiller,,wizard_eco_stations,Eco Station,Scrap Metals,Waste
853,,strawberry_clamshell_container,", fruit plastic containers",Strawberry clamshell container,,wizard_recycling_depots,Recycling Depot,None,None
854,,paper,"Computer paper, writing paper, brochure, notebook paper, notebook, bills, post-it notes, sticky notes, maps, notepads, reciept, receipt, Receipt, Receipt, papper, pamflet, Receipts, Poster, Poster",Paper,"Shredded paper goes in the garbage. Please dont put it in your blue bag or apartment blue bin. It causes problems with sorting machinery at the ""https://www.edmonton.ca/programs_services/garbage_waste/materials-recovery-facility.aspx"">Materials Recovery Facility and makes it harder to recycle the right stuff.",wizard_recycling,Recycling,Household,Paper
855,,glue_stick_empty,,"Glue stick, empty",,wizard_garbage,Garbage,None,None
856,,sod,,Sod,"Small amounts of sod can be set out for regular waste collection (no more than two 20 kg (44 lbs) containers or bags per week). Larger amounts should be taken to an ""http://edmonton.ca/ecostation"" Eco Station or the ""http://edmonton.ca/ewmc"" Edmonton Waste Management Centre. Fees apply.",,,Yard,Waste
857,,wheelbarrow,,Wheelbarrow,,wizard_eco_stations,Eco Station,construction,Waste
858,,bed_frame_metal,", Steel bedframe, Steel bedframe",Bed frame (metal),,eco_station_-_scrap_metal_recycling,Eco Station - Scrap Metal Recycling,Waste,Waste
859,,curtain_rod,,Curtain rod,"Item must be less than 4 feet long for waste collection. Longer curtain rods should be broken down into smaller pieces or taken to an <a href=""http://edmonton.ca/ecostation"" Eco Station.",eco_station_-_scrap_metal_recycling,Eco Station - Scrap Metal Recycling,None,None
860,,moving_boxes,,Moving boxes,"Have a log of boxes? Consider reuse! Offer moving boxes to others, or list them on Kijiji.",drop-off_-_reuse_centre,Reuse Centre,None,None
861,,plastic_clam_shell_container,"clear clamshell containers, berry containers, croissants containers, clamshell, strawberry, clam shell, Costco, grape packaging, grape packaging, fruit plastic containers","Plastic ""clamshell"" container",,wizard_recycling,Recycling,None,None
862,,coffee_bag,", kicking horse coffee bag",Coffee bag,,wizard_garbage,Garbage,None,None
863,,watch,,Watch,"Before placing this item in the garbage, remove the batteries for safe disposal at an <a href=""http://edmonton.ca/ecostation"">Eco Station.",reuse,Reuse,Waste,Waste
864,,cookie_tins,"royal dansk tin, butter cookie tin, biscuit tin,",Cookie tin,,wizard_recycling_depots,Recycling Depot,Household,Waste
865,,muffin_wrapper,,Muffin wrapper,,wizard_garbage,Garbage,None,None
866,,plastic_bank_card,,Plastic bank card,,wizard_garbage,Garbage,None,None
867,,wheelbarrow,,Wheelbarrow,,reuse,Reuse,None,None
868,There is no curbside collection for this electronic item.,electronic_cable,"electric cord, electronic cord, electronic cord",Electronic cable,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Electronics,E-Cycling
869,,propane_gas_cylinder,"Propane bottle, propane gas bottle",Propane gas cylinder,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
870,,bed_frame_metal,", Steel bedframe, Steel bedframe",Bed frame (metal),,reuse,Reuse,None,None
871,,pine_cones,,Pine cones,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
872,,bath_mat,"Bathmat, rubber bath mat, rubber bath mat",Bath mat,,wizard_garbage,Garbage,None,None
873,,hair_dye,,Hair dye,,wizard_household_hazardous_waste,Household Hazardous Waste,Chemicals,Waste
874,,lanyard,"name tag, lanyards",Lanyard,,drop-off_-_reuse_centre,Reuse Centre,None,None
875,,bath_tub,bathtub,Bath tub,,eco_station_-_bulky_item,Eco Station - Bulky Items,Waste,Waste
876,,cooking_pots_ceramic,"clay cooking pot,",Cooking pot (ceramic),,wizard_garbage,Garbage,None,None
877,,compact_mirror,"pocket mirror, makeup mirror, beauty mirror,",Compact mirror,,wizard_garbage,Garbage,None,None
878,,basket,"hamper, creel, wicker basket",Basket,"Did you know? Wicker baskets and basket filler are accepted for reuse at the <a href=""http://edmonton.ca/reusecentre"" Reuse Centre!",wizard_garbage,Garbage,None,None
879,,conditioner_bottle,"hair, shampoo, shampoo/conditioner",Conditioner bottle,Remove cap or lid and place separately in recycling. Place pump in the garbage.,wizard_recycling_depots,Recycling Depot,None,None
880,,plastic_dish_drying_rack,,Plastic dish drying rack,,wizard_garbage,Garbage,None,None
881,,food_scraps,"left-overs, leftovers, plate scrapings, bones, food waste, peelings, egg shells, meat, fruit, apple, carrot, vegetable, Apple core, Banana peels, Banana peels",Food scraps,"This item is great for home composting! Get started at ""http://edmonton.ca/compost"">edmonton.ca/compost. Did you know? Food & yard waste is removed from your garbage at the Edmonton Waste Management Centre and composted. This helps Edmonton divert over 50% of household waste from landfill.",wizard_garbage,Garbage,None,None
882,,glass_bottle,"Clear glass, colour glass, color glass, Liquor bottles",Glass bottle (beverage),Remove caps and lids and place separately in recycling.,wizard_recycling_depots,Recycling Depot,None,None
883,,butter_wrapper,,Butter wrapper,,wizard_garbage,Garbage,None,None
884,,moving_boxes,,Moving boxes,"Have a log of boxes? Consider reuse! Offer moving boxes to others, or list them on Kijiji.",wizard_recycling,Recycling,None,None
885,,bicycle_inner_tube,,Bicycle inner tube,,wizard_garbage,Garbage,None,None
886,,watch,,Watch,"Before placing this item in the garbage, remove the batteries for safe disposal at an <a href=""http://edmonton.ca/ecostation"">Eco Station.",wizard_garbage,Garbage,None,None
887,,curling_iron,,Curling iron,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,None,None
888,,water_filter_cartridge,,Water filter cartridge,,wizard_garbage,Garbage,None,None
889,,plastic_hair_curlers,,Plastic hair curlers,,wizard_garbage,Garbage,None,None
890,,boxspring,"matresses, matress, mattess, matress, matress, Matress, bed",Boxspring,,eco_station_-_bulky_item,Eco Station - Bulky Items,None,None
891,,phone_book,"paper, printed paper, print, telephone directory book, telephone book, yellow page, yellow pages, Old phone books, Old phone books, yellowpages, yellowpages",Phone book,,wizard_recycling,Recycling,Household,Paper
892,,oil_filter,,Oil filter (used),,wizard_household_hazardous_waste,Household Hazardous Waste,Waste,Waste
893,,pesticide_container,,Pesticide container,,wizard_eco_station_-_household_hazardous_waste,Eco Station - HHW,Chemicals,Waste
894,,carbon_monoxide_detector,,Carbon monoxide detector,,wizard_eco_stations,Eco Station,Electronics,E-Cycling
895,,appliance_large,"stove, dishwasher, washing machine, washingmachine, washer, heater, Snowblower, Snow blower, Snow blower, Steamer, Steamer, Paper shredder, TREADMILL, Treadmill, , Treadmill, Treadmill",Appliance (large),"A <a href=""http://edmonton.ca/ecostations"" fee of $12 applies for appliances requiring CFC removal (e.g. fridge).",reuse,Reuse,Waste,Waste
896,,phone_book,"paper, printed paper, print, telephone directory book, telephone book, yellow page, yellow pages, Old phone books, Old phone books, yellowpages, yellowpages",Phone book,,wizard_recycling_depots,Recycling Depot,None,None
897,,rug,", Sink mat, Sink mat",Rug,"Correct disposal of rugs and carpet depends on size.  <em>Small rugs</em> (e.g. bathroom rug) can be placed in the garbage. <em>Large rugs </em>(e.g. area rug) must be cut and tied into bundles less than 4ft long and 20 kg for curbside collection, or should be taken to an ""http://edmonton.ca/ecostation"" Eco Station. <em>Carpet flooring</em> is considered construction, renovation and demolition waste and is not collected curbside. Take it to an ""http://edmonton.ca/ecostation"" Eco Station or the ""http://edmonton.ca/ewmc"" Edmonton Waste Management Centre. If your rug is in good condition, consider reuse! Donate it to a charity, offer it to family and friends, or sell it online. See the ""http://edmonton.ca/reusedirectory"" Reuse Directory for local nonprofits that accept donations.",,,Waste,Waste
898,,plastic_vitamin_bottle_empty,,Plastic vitamin bottle (empty),Remove lid and place separately in recycling.,wizard_recycling_depots,Recycling Depot,Household,plastic
899,,plastic_retail_bag,,Plastic retail bag,Please stuff plastic bags into one bag and tie closed. This makes them easier to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling,Recycling,Household,Plastic
900,,pencil_crayon,"coloured pencil, craft supplies, colouring",Pencil crayon,,drop-off_-_reuse_centre,Reuse Centre,Waste,Waste
901,,metal_lock,", lock, lock",Metal lock,,eco_station_-_scrap_metal_recycling,Eco Station - Scrap Metal Recycling,None,None
902,,tent,", Canvas tent, Canvas tent",Tent,"Item must fit inside of garbage bag. If it is too large, take it to an ""http://edmonton.ca/ecostation"">Eco Station. Recycle your tent poles at an Eco Station! They will be accepted as scrap metal.",reuse,Reuse,None,None
903,,waterbed_bladder,,Waterbed bladder,,eco_station_-_bulky_item,Eco Station - Bulky Items,Waste,Waste
904,,construction_paper,"craft paper,",Construction paper,,wizard_recycling,Recycling,Household,Paper
905,,bicycle_tires,bike; biketire,Bicycle tire,"Did you know? Used tires can be dropped off for recycling at several bike tire cages in Edmonton. Cages are managed by the Alberta Recycling Management Authority. Visit their <a href=""http://www.albertarecycling.ca/tire-recycling-program/bicycle-tire-recycling"" website for locations.",wizard_eco_stations,Eco Station,Tires,Tires
906,,wine_cork_plastic,,"Wine cork, plastic",,wizard_garbage,Garbage,None,None
907,,plastic_bulk_food_bag,,Plastic bulk food bag,Please stuff all plastic bags into one bag and tie closed. This makes them easier to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling,Recycling,Household,plastic
908,,broom,"corn broom, whisk broom,",Broom,,wizard_garbage,Garbage,None,None
909,,plastic_vitamin_bottle_empty,,Plastic vitamin bottle (empty),Remove lid and place separately in recycling.,wizard_recycling,Recycling,None,None
910,,cookie_tins,"royal dansk tin, butter cookie tin, biscuit tin,",Cookie tin,,drop-off_-_reuse_centre,Reuse Centre,None,None
911,,cookie_tins,"royal dansk tin, butter cookie tin, biscuit tin,",Cookie tin,,wizard_recycling,Recycling,None,None
912,,wine_cork_plastic,,"Wine cork, plastic",,drop-off_-_reuse_centre,Reuse Centre,None,None
913,,plastic_retail_bag,,Plastic retail bag,Please stuff plastic bags into one bag and tie closed. This makes them easier to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling_depots,Recycling Depot,None,None
914,,beverage_can,", juice can, clamato, Liquor bottles",Beverage can,,wizard_recycling_depots,Recycling Depot,None,None
915,,construction_paper,"craft paper,",Construction paper,,wizard_recycling_depots,Recycling Depot,None,None
916,,plastic_bulk_food_bag,,Plastic bulk food bag,Please stuff all plastic bags into one bag and tie closed. This makes them easier to sort. Better sorting means more of the right stuff is recycled!,wizard_recycling_depots,Recycling Depot,None,None
917,,landscaping_materials,,Landscaping materials,,eco_station_-_construction_scrap,Eco Station - Loose or Mixed Waste,construction,Waste
918,,lip_balm_container,chaptick,Lip balm container,,wizard_garbage,Garbage,None,None
919,,cigarette_package,,Cigarette package,Remove any foil liners and/or plastic wrap and discard in the Garbage.,wizard_recycling_depots,Recycling Depot,Household,paper
920,,cigarette_package,,Cigarette package,Remove any foil liners and/or plastic wrap and discard in the Garbage.,wizard_recycling,Recycling,None,None
921,,water_cooler,,Water cooler,"Most water coolers contain a refrigerant. A ""http://edmonton.ca/ecostations"" fee for refrigerant removal may apply.",wizard_eco_stations,Eco Station,Electronics,E-Cycling
922,,vinegar_bottle,,Vinegar bottle,Remove bottle cap and place separately in recycling.Labels OK.,wizard_recycling,Recycling,Household,Glass
923,,toilet,,Toilet,,eco_station_-_bulky_item,Eco Station - Bulky Items,Construction,Waste
924,,wall_clock,"analog clock, digital clock,",Clock,,eco_station_-_electronics_appliances,Eco Station - Electronics & Appliances,Waste,Waste
925,,curtain_rod,,Curtain rod,"Item must be less than 4 feet long for waste collection. Longer curtain rods should be broken down into smaller pieces or taken to an <a href=""http://edmonton.ca/ecostation"" Eco Station.",reuse,Reuse,None,None
926,,mouthwash_bottle,mouth wash,Mouthwash bottle,Remove cap and place loosely in recycling. Empty and rinse bottle. Labels OK.,wizard_recycling,Recycling,Household,Plastic
927,,vinegar_bottle,,Vinegar bottle,Remove bottle cap and place separately in recycling.Labels OK.,wizard_recycling_depots,Recycling Depot,None,None
928,,tin_foil,", tinfoil, tinfoil",Tin foil,,wizard_garbage,Garbage,None,None
929,,baby_food_jar,,Baby food jar,Remove caps and lids and place in recycling.,drop-off_-_reuse_centre,Reuse Centre,Household,Glass
930,,foam_core_board,,Foam core board,,wizard_garbage,Garbage,None,None
931,,landscaping_materials,,Landscaping materials,,edmonton_waste_management_centre_ewmc,Edmonton Waste Management Centre (EWMC),None,None
